Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hussain Z., Shah M.M., Afridi H.K., Arif M.","57213356244;14026213700;14025291100;57213821829;","Homicidal deaths by firearms in Peshawar: an autopsy study.",2006,"Journal of Ayub Medical College, Abbottabad : JAMC","18","1",,"44","47",,32,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745496836&partnerID=40&md5=1982d98cdea44483428b78425784c4c6","Department of Forensic Medicine, Khyber Medical College Peshawar.","Hussain, Z., Department of Forensic Medicine, Khyber Medical College Peshawar.; Shah, M.M., Department of Forensic Medicine, Khyber Medical College Peshawar.; Afridi, H.K., Department of Forensic Medicine, Khyber Medical College Peshawar.; Arif, M., Department of Forensic Medicine, Khyber Medical College Peshawar.","BACKGROUND: Medico legal autopsies can be valuable sources of information about the distribution of causes of reported deaths, particularly in homicidal cases. The present study provides information regarding the homicidal deaths due to firearm injuries in the district of Peshawar, NWFP, Pakistan. METHODOLOGY: This descriptive study was conducted over the period of the year 2004. Data were collected from the autopsy records of the Department of Forensic Medicine, Khyber Medical College Peshawar and included all reported unnatural deaths from urban and rural areas of district Peshawar on whom autopsies were conducted in the department. RESULTS: Homicidal deaths constituted 77.7% (492/633) of all autopsies for the year 2004. Of 492 homicidal deaths, a vast majority of 452 (91.87%) were caused by firearm injuries. Among these, the male to female ratio was 5.5:1. The most common firearm weapon (418/452, 92.5%) were high velocity rifled weapons (Kalashnikov, rifles, pistols), followed by low velocity rifled weapons (18/452, 3.98%) and shotguns (16/452, 3.54%). A total of 956 injuries were found in various body areas, giving an average of over two injuries per person. The head, face and neck sustained the highest injuries (257, 26.9%), followed by the chest (248, 25.9%) and abdomen (149, 15.6%); the extremities, buttocks and genitalia together sustained 302 (31.6%) injuries. CONCLUSION: The vast majority of reported homicides in Peshawar are caused by firearm injuries, which bring up issues related to possession of firearms and changes in cultural attitudes towards use of firearms, if a decrease in firearm-related homicides is desired.",,"adolescent; adult; age distribution; article; female; forensic pathology; gunshot injury; homicide; human; male; middle aged; mortality; Pakistan; pathology; sex ratio; statistics; Adolescent; Adult; Age Distribution; Female; Forensic Pathology; Homicide; Humans; Male; Middle Aged; Pakistan; Sex Distribution; Wounds, Gunshot","Hussain, Z.",,,10259589,,,"16773969","English","J Ayub Med Coll Abbottabad",Article,"Final","",Scopus,2-s2.0-33745496836
"Yousafzai H.K., Marwat K.B., Khan M.A.","15027838000;15026896200;55902123000;","Impact of herbicides on some agronomie and chemical characteristics of flue-cured virginia (FCV) tobacco (Nicotiana tabacum L.)",2006,"Songklanakarin Journal of Science and Technology","28","5",,"929","935",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750191597&partnerID=40&md5=4d757c16fefe158b4a27cd60ebb72f91","Department of Weed Science, Faculty of Crop. Protection Sciences, NWFP Agricultural University Peshawar, P.O. Box 25130, Pakistan","Yousafzai, H.K., Department of Weed Science, Faculty of Crop. Protection Sciences, NWFP Agricultural University Peshawar, P.O. Box 25130, Pakistan; Marwat, K.B., Department of Weed Science, Faculty of Crop. Protection Sciences, NWFP Agricultural University Peshawar, P.O. Box 25130, Pakistan; Khan, M.A., Department of Weed Science, Faculty of Crop. Protection Sciences, NWFP Agricultural University Peshawar, P.O. Box 25130, Pakistan","A field experiment was carried out at Tobacco Research Station Khan Ghari, Mardan, (NWFP)-Pakistan during spring 2003 to study the impact of herbicides on some agronomic and chemical characteristics of flue-cured Virginia (FCV) tobacco (Nicotiana tabacum L.). The experiment was laid out in RCB design, replicated four times with ten treatments, comprising hand weeding, weedy check, pre-transplanting herbicides; S-metalocholar @ 1.92, pendimethalin (EC) @ 1.00, pendimethalin (CS) @ 1.00, and butralin @ 1.44 kg a.i ha-1 and the post-transplanting herbicides include; clodinafop @ 0.04, fenoxaprop-p-ethyl @ 1.00, acetochlor @ 0.125 and glyphosate @ 0.95 kg a.i ha-1. None of the herbicides except S-metalocholar had a phytotoxic effect on tobacco. All the parameters except the number of leaves plant-1 were significantly affected by different treatments. The highest (228.3) weeds density m -2 was observed in weedy check while minimum (69) was recorded in pendimethalin (EC) treatment. The maximum grade index of 74.60% was recorded in acetochlor and minimum grade index of 53.88% was recorded in S-metalocholar treatments. Nicotine (%) was higher in pendimethalin (EC) treated plots with 2.362%; however it was comparable to all other treatments. The maximum percent reducing sugar of 18.22% was recorded in pendimethalin (CS) treatment, while minimum of 12.42% reducing sugar was recorded in weedy check. Similarly maximum yield of 2465 kg ha-1 was recorded in pendimethalin (EC) treatment and minimum yield of 1703 kg ha-1 was recorded in weedy check (control) treatment. Thus it can be concluded from the experiment that herbicides proved effective against weeds and their growth and promoted tobacco quality and yield. Hence the use of herbicides not only increases the net income of the farmers but also will make the weed seed bank poorer.","Herbicides; Tobacco; Weeds; Yield",,"Yousafzai, H.K.; Department of Weed Science, P.O. Box 25130, Pakistan; email: yousafzai_hk@yahoo.com",,"Prince of Songkla University",01253395,,,,"English","Songklanakarin J. Sci. Technol.",Review,"Final","",Scopus,2-s2.0-33750191597
"Birner R., Qureshi S.K., Akramov K., Khan B.H.","6603688978;7203068231;36713023500;36713742200;","Voice and votes-does political decentralisation work for the poor and for women? Empirical evidence from the 2005 local government elections in Pakistan",2006,"Pakistan Development Review","45","4",,"1345","1360+1387+1388",,1,"10.30541/v45i4iipp.1345-1360","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849117916&doi=10.30541%2fv45i4iipp.1345-1360&partnerID=40&md5=5943c29e1c846caca8636b8318292284","International Food Policy, Research Institute, Washington, DC, United States; Innovative Development Strategies, Islamabad, Pakistan","Birner, R., International Food Policy, Research Institute, Washington, DC, United States; Qureshi, S.K., Innovative Development Strategies, Islamabad, Pakistan; Akramov, K., International Food Policy, Research Institute, Washington, DC, United States; Khan, B.H.","Voting in local government elections is a major mechanism by which citizens in decentralised systems can demand better public service provision and hold service providers accountable. To understand whether political decentralisation can improve public service provision for the poor and for women, it is important to know to what extent these groups use their vote to exercise voice and demand accountability. The paper develops a conceptual framework that captures the links between voting and public service provision, and analyses data from a voter and candidate survey of the 2005 Local Government Elections in Pakistan. The survey was conducted by the Pattan Development Foundation. The results show that except in the North West Frontier Province (NWFP), income status and residence in rural areas did not discourage people from voting. Voter turnout among illiterate citizens and citizens from rural areas was higher than that among literate and urban citizens. The data also suggest that women, very poor citizens, and rural citizens are more inclined to use their vote to improve their living conditions than the other groups. Expectedly, voter turnout among men was hifgher than the among women. However, there were considerable administrative obstacles for citizens to vote, such as a lack of identity cards and incomplete election lists. Poor people and women were more affected by these problems than others. Only half of the citizens believed that the electoral outcomes of the 2005 elections accurately reflected people's voting decisions. More than 40 percent of the very poor consider the opinion of the landlord and his political faction in their voting decision, an indication of the elite capture problem. The paperconcludes that improvements in the electoral process and capacity strengthening of elected representatives may help to increase the impact of decentralisation on public service provision for the poor and for women in Pakistan.","Administrative processes in public organisation; Bureaucracy; Corruption; Education and welfare; Health; Public provided goods; Scope and performance of government; State and local government; Structure",,"Birner, R.; International Food Policy, , Washington, DC, United States; email: r.birner@ciear.org",,"Pakistan Institute of Development Economics",00309729,,,,"English","Pak. Dev. Rev.",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-68849117916
"Sabir M., Aftab Z.","32868111100;32867535700;","Province-wise growth patterns in human capital accumulation",2006,"Pakistan Development Review","45","4",,"873","890",,2,"10.30541/v45i4iipp.873-890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849112102&doi=10.30541%2fv45i4iipp.873-890&partnerID=40&md5=8123f96302eb4c044de8211d79df9d42","GRBI, Karachi, Pakistan; SPDC, Karachi, Pakistan; PIDE, Islamabad, Pakistan","Sabir, M., GRBI, Karachi, Pakistan, SPDC, Karachi, Pakistan; Aftab, Z., PIDE, Islamabad, Pakistan","Despite convincing evidence of disparities in the provincial labour force, no satisfactory measure of human capital stock at the provincial level presently exists for Pakistan. This paper is motivated to fill the gap in policy analysis by estimating the human capital index (HCI) at the provincial level from 1982-83 to 2003-04. The accumulated human capital is estimated using the labour-income-based methodology. Using data from the respective Labour Force Surveys, the index is computed for three sectors of the economy: Agriculture, Manufacturing, and Services. The estimation is divided into three steps: (i) computation of the relative wage rates, a proxy for productivity; (ii) estimation of the proportion of employed labour force in each sector, by province, according to the level of education, and age; (iii) multiplication of productivity with total employed labour force, by education level, and age. The analysis is disaggregated by sector, and by province. The aggregate human capital index almost doubled in the 22 years analysed (1982-2004), growing at an average of 3.3 percent per annum. Breaking down the analysis according to the three time-periods, (i) 1982-1990, (ii) 1991-1999, and (iii) 2000-2004, confirms a slow-down in human capital formation in the 1990s. Province-wise analysis further illustrates that the slow-down in the 1990s was mostly driven by a decline in human capital accumulation in the Sindh province in the time-period 1990-1999. Sindh HCI grew at 4.8 percent per annum in the 1980s but lost this momentum in the 1990s, with growth per annum declining to 1.5 ercent. However, from 2000 onwards, Sindh regained its growth momentum, and in turn, the overall national-level HCI recovered its original growth trajectory. Province-level analysis further illustrates that human capital accumulation was most consistent in Punjab (hovering around 3.2 percent) during the 22-year period considered. The NWFP and Balochistan posted an annual growth of 2.6 percent and 3.4 percent per annum in this time-period. However their combined share in the national-level HCI is only 13 percent, and therefore their contribution towards the aggregate human capital accumulation remains limited. The sector-wise analysis further demonstrates that dunng the period 1982-83 to 2003-04, HCI growth was largely driven by human capital development in the manufacturing and services sectors.","Human capital index; Labour productivity; Mincer-wage equation; Province-wise HCI",,"Sabir, M.; GRBI, Karachi, Pakistan; email: muhammadsabirkhan@yahoo.com",,"Pakistan Institute of Development Economics",00309729,,,,"English","Pak. Dev. Rev.",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-68849112102
"Younus M., Khan B.S.","57217734160;16313593000;","Frequency of HCV in Buner, NWFP",2005,"Journal of the College of Physicians and Surgeons Pakistan","15","12",,"832","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646843295&partnerID=40&md5=8d16eb26f18af7162840ca8dac30fe18","Epidemiology 177 C, NFTC, Michigan State University, East Lansing, MI 48823, United States","Younus, M., Epidemiology 177 C, NFTC, Michigan State University, East Lansing, MI 48823, United States; Khan, B.S., Epidemiology 177 C, NFTC, Michigan State University, East Lansing, MI 48823, United States",[No abstract available],,"epidemiology; hepatitis C; human; note; Pakistan; Epidemiologic Methods; Hepatitis C; Humans; Pakistan","Younus, M.; Epidemiology 177 C, , East Lansing, MI 48823, United States; email: younusmu@msu.edu",,,1022386X,,JSPJE,"16398987","English","J. Coll. Phys. Surg. Pak.",Letter,"Final","",Scopus,2-s2.0-33646843295
"Jabeen M., Gul F., Rehman M.","57220339244;13105074200;13106130800;","Maternal mortality ratio and its causes in a district headquarter hospital of NWFP",2005,"Journal of Postgraduate Medical Institute","19","4",,"377","381",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646172139&partnerID=40&md5=28d58121d6be67f27f73037334acc84a","Department of Gynaecology and Obstetrics Women and Children DHQ Hospital (KDA), Kohat Distt Coordination Office, UNFPA, Kohat, Pakistan","Jabeen, M., Department of Gynaecology and Obstetrics Women and Children DHQ Hospital (KDA), Kohat Distt Coordination Office, UNFPA, Kohat, Pakistan; Gul, F., Department of Gynaecology and Obstetrics Women and Children DHQ Hospital (KDA), Kohat Distt Coordination Office, UNFPA, Kohat, Pakistan; Rehman, M., Department of Gynaecology and Obstetrics Women and Children DHQ Hospital (KDA), Kohat Distt Coordination Office, UNFPA, Kohat, Pakistan","Objectives: To find out the maternal mortality ratio (MMR) and identify its main causes in a district headquarter hospital of NWFP. Material and methods: This retrospective, hospital based study was conducted at Women & Children DHQ Hospital, Kohat. All maternal deaths during the time period 01-01-2000 to 31-12-2004 were reviewed retrospectively. Medical records were reviewed and relevant data was recorded. Data was analyzed by using SPSS windows version 10. Results: Total number of live births in the given time period was 30842. Total number of maternal deaths during the time period was 59. MMR was calculated as 191.3/100,000 live births. Out of 59 maternal deaths, 52 (88.14%) patients had direct causes and 7 (11.9%) cases had indirect causes. The common causes of maternal deaths were obstetrical hemorrhage in 54.24% cases (32/59) followed by hypertensive disorders in 15.3% (9/59) cases and sepsis in 8.5% (5/59) cases. Fifty-one cases (86.4%) had not received any antenatal care. Conclusion: MMR is reasonably high and the main etiological factors are preventable or treatable if proper medical care is provided in time.","Hemorrhage; Hypertensive disorders; Kohat; Maternal mortality ratio; MMR; NWFP; Sepsis","adult; calculation; childbirth; controlled study; data analysis; female; human; major clinical study; maternal hypertension; maternal mortality; medical care; medical record; obstetric hemorrhage; Pakistan; prenatal care; public hospital; quantitative analysis; retrospective study; review; sepsis","Jabeen, M.; Department of Gynaecology and Obstetrics Women and Children DHQ Hospital (KDA), , Kohat, Pakistan",,,10135472,,,,"English","J. Postgrad. Med. Inst.",Review,"Final","",Scopus,2-s2.0-33646172139
"Pethiya B.P., Surayya T.","6506626368;14058930800;","Economies of NWFP value addition and microfinance: Impact on forest dwellers' livelihoods in Madhya Pradesh and Andhra Pradesh",2005,"International Forestry Review","7","3",,"227","234",,,"10.1505/ifor.2005.7.3.227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746808082&doi=10.1505%2fifor.2005.7.3.227&partnerID=40&md5=ec78684bf24ff6838d69f950b5d6ef61","Indian Institute of Forest Management, Bhopal (M.P.), India; National Institute of Financial Management, Faridabad (Haryana), India","Pethiya, B.P., Indian Institute of Forest Management, Bhopal (M.P.), India; Surayya, T., National Institute of Financial Management, Faridabad (Haryana), India","Non-Wood Forest Products (NWFPs) play a major role in creating livelihoods for forest dwellers (FDs). FDs generally find it difficult to obtain finance to support their livelihoods and have to depend on pre-harvest trading of NWFPs even though it is exploitative and leads to sale without any value addition. Alternately they have to borrow from traders at high interest rates because they do not have access to formal financial institutions. Provisions for creating access to microfinance will enable FDs to undertake NWFPs value additions and save them from exploitation by moneylenders and traders. The path to sustainable economic development of forest dwellers includes innovative approaches to natural resource conservation, management and utilization. This paper studies the economic impact of NWFP value additions such as storage, processing, adoption of appropriate technology, distribution and packaging. In addition, the amount of microfinance required for employing such value addition activities is assessed.","Cost-benefit analysis; Forest dwellers; Microfinance; NWFPs; Value addition","accessibility; conservation management; cost-benefit analysis; ecological economics; exploitation; financial services; harvesting; interest rate; microfinance; natural resource; nontimber forest product; rural population; sustainable development; trade-off; Andhra Pradesh; Asia; Eurasia; India; Madhya Pradesh; South Asia","Pethiya, B.P.; Indian Institute of Forest Management, Bhopal (M.P.), India; email: pethiya@iifm.org",,,14655489,,IFREF,,"English","Int. For. Rev.",Article,"Final","",Scopus,2-s2.0-33746808082
"Zarina A., Masud-Ul-Hasan, Shameel M.","13204921500;24544805200;6701392511;","Taxonomic study of the order Ulotrichales (Chlorophyta) from north-eastern areas of Pakistan",2005,"Pakistan Journal of Botany","37","4",,"797","806",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646248637&partnerID=40&md5=f24a33cf91edd5accc42be481a2753ca","Department of Botany, Federal Urdu University of Arts, Science and Technology, Gulshan-e-Iqbal Campus, Karachi-75300, Pakistan; Haleema Sheikh Street No. 12, Lahore-54920, Pakistan; Depatment of Botany, University of Karachi, Karachi-75270, Pakistan","Zarina, A., Department of Botany, Federal Urdu University of Arts, Science and Technology, Gulshan-e-Iqbal Campus, Karachi-75300, Pakistan; Masud-Ul-Hasan, Haleema Sheikh Street No. 12, Lahore-54920, Pakistan; Shameel, M., Depatment of Botany, University of Karachi, Karachi-75270, Pakistan","Thirteen species belonging to the genera Binuclearia, Geminella, Heterothrichopsis, Ulothrix and Uronema were collected from various freshwater habitats in Gujranwala, Jauharabad, Kasur, Lahore, Pasrur, Sheikhupura and Sialkot districts of the Punjab; Bahrain, Kalam and Utrod river in Swat (NWFP) and Neelum Valley of Azad Kashmir during March 2003-July 2005. They were taxonomically determined and have been described for the first time from these areas.",,"Binuclearia; Chlorophyta; Geminella; Ulothrix; Ulotrichales; Uronema (chlorophycean alga)","Zarina, A.; Department of Botany, , Karachi-75300, Pakistan",,,05563321,,,,"English","Pak. J. Bot.",Article,"Final","",Scopus,2-s2.0-33646248637
"Kaushal K.K., Melkani V.K.","8936934400;8936934500;","India: Achieving the Millennium Development Goals through non-timber forest products",2005,"International Forestry Review","7","2",,"128","134",,7,"10.1505/ifor.2005.7.2.128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747151013&doi=10.1505%2fifor.2005.7.2.128&partnerID=40&md5=4a0b7444bbcdcc7d4f8c9f7bef608e81","Deputy Conservator of Forests, Plantation Division, Madurai. Tamilnadu, India; Conservator of Forests, Madurai Circle, Madurai. Tamilnadu, India","Kaushal, K.K., Deputy Conservator of Forests, Plantation Division, Madurai. Tamilnadu, India; Melkani, V.K., Conservator of Forests, Madurai Circle, Madurai. Tamilnadu, India","Despite the rapid strides made in recent years in terms of development, India has a long way to go to achieving the Millennium Development Goals (MDGs). This paper attempts to analyze the role and potential of non-timber forest products (NTFPs) to meet the subsistence and income needs of forest inhabitants. Based on available literature, field and policy level experience, it shows how the NTFP sector has not received due importance in the country. The paper depicts the unique potential of NTFPs to assist in achieving all the 8 MDGs for the 178 million forest inhabitants in particular and the remaining population in general. It also provides a strategy for achieving the MDGs in India through NTFPs.","Forests inhabitants; MDGs; Non-timber forest products; Subsistence","development project; development strategy; forestry policy; income; Millenium Development Goal; nontimber forest product; Asia; Eurasia; India; South Asia","Kaushal, K.K.; Deputy Conservator of Forests, , Madurai. Tamilnadu, India; email: kkkaushal@eth.net",,,14655489,,IFREF,,"English","Int. For. Rev.",Article,"Final","",Scopus,2-s2.0-33747151013
"Belcher B.M.","12759137700;","Forest product markets, forests and poverty reduction",2005,"International Forestry Review","7","2",,"82","89",,62,"10.1505/ifor.2005.7.2.82","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747181619&doi=10.1505%2fifor.2005.7.2.82&partnerID=40&md5=ffdde56cf12130dce0d2a5ae567428e1","Forests and Livelihoods Program, Centre for International Forestry Research (CIFOR), P.O. Box 6596, JKPWB Jakarta, 10065, Indonesia","Belcher, B.M., Forests and Livelihoods Program, Centre for International Forestry Research (CIFOR), P.O. Box 6596, JKPWB Jakarta, 10065, Indonesia","There is a new and increasing emphasis on poverty alleviation and livelihoods improvement in forestry, representing both a challenge and an opportunity. This paper briefly reviews the evolution of the 'livelihoods' issue, analyzes the concept of 'poverty alleviation' and discusses means by which forestry can contribute to livelihoods improvement. It focuses on the contributions of forest products and markets, questioning the typical timber vs non-timber dichotomy. The role and the potential of a forest product is determined more by the socio-economic and environmental context of the production, processing and marketing system than by the physical characteristics of the product itself. This is important as new opportunities arise through increased control of resources by local people and new markets for forest products. Helping achieve poverty alleviation through forestry requires protecting poverty mitigation functions, enhancing income and employment options, and taking advantage of opportunities to build and strengthen local institutions through policies and project-level interventions.","Forest products; Livelihoods; Markets; NTFP; Poverty","forest resource; forestry; market system; nontimber forest product; poverty alleviation; social development; socioeconomic impact; timber","Belcher, B.M.; Forests and Livelihoods Program, P.O. Box 6596, JKPWB Jakarta, 10065, Indonesia; email: b.belcher@cgiar.org",,,14655489,,IFREF,,"English","Int. For. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33747181619
"Sinha A., Brault S.","57197877063;6602434663;","Assessing sustainability of nontimber forest product extractions: How fire affects sustainability",2005,"Biodiversity and Conservation","14","14",,"3537","3563",,20,"10.1007/s10531-004-0827-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144434445&doi=10.1007%2fs10531-004-0827-4&partnerID=40&md5=168f341bcbfdc07c3555c3e5d21fd710","Department of Biological, Earth and Environmental Sciences, Texas A and M University, P.O. Box 3011, Commerce, TX 75429, United States; Department of Biology, University of Massachusetts, Harbor Campus, Boston, MA 02125, United States","Sinha, A., Department of Biological, Earth and Environmental Sciences, Texas A and M University, P.O. Box 3011, Commerce, TX 75429, United States; Brault, S., Department of Biology, University of Massachusetts, Harbor Campus, Boston, MA 02125, United States","Sustainable use of nontimber forest products (NTFPs) can be affected by levels of extractions as well as by other anthropogenic influences such as fire and grazing. We examined the effects of fire on the demography of Phyllanthus emblica, an important NTFP in the forests of Biligiri Rangan Hills, India. We then assessed demographic responses to the combined effects of fire and current fruit harvesting patterns. Fruits of Phyllanthus are commercially harvested by an indigenous forest dwelling people. Using matrix population models, we compared demographic indices across a chronosequence of time since last fire. Population growth rates (λ) ranged from 0.7692 to 1.1443 across the five times since last fire. λ was the lowest at times since last fire of 2 and 3 yr. Frequent fires increased time to maturity by altering growth and survival rates, thereby causing a demographic shift from growth to regressions or negative growth. Elasticity analysis revealed that stasis of adults makes the biggest contribution to λ. Simulations of periodic and stochastic fire regimes suggest that higher λ and population persistence can be achieved at fire-return intervals of ≥7 and ≥9 yr, respectively. These fire-return intervals became longer when the simulations included harvesting and fire. Extinction probabilities under the current fire regimes (every 2-3 yr) suggest that populations will decline to lower densities. Our findings provide critical information for developing guidelines for sustainable use and management of NTFPs in Biligiri Rangan Hills, and demonstrate the need to incorporate various human-generated physical regimes in assessing sustainability of NTFPs. © Springer 2005.","Demography; Fire; Harvesting; India; Nontimber forest products; Phyllanthus emblica; Sustainability","fire; forest management; harvesting; nontimber forest product; sustainable forestry; Asia; Eurasia; India; South Asia; Phyllanthus emblica","Sinha, A.; Department of Biological, Earth and Environmental Sciences, P.O. Box 3011, Commerce, TX 75429, United States; email: Aditi_Sinha@tamu-commerce.edu",,,09603115,,BONSE,,"English","Biodiversity Conserv.",Article,"Final","",Scopus,2-s2.0-29144434445
"Martínez-Ballesté A., Martorell C., Martínez-Ramos M., Caballero J.","15760219400;8509013500;56013675200;7102010914;","Applying retrospective demographic models to assess sustainable use: The Maya management of Xa'an palms",2005,"Ecology and Society","10","2",,"","",23,24,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31544439416&partnerID=40&md5=8fd2294b1527f30912252794bcd2d1e4","Univeridad Nacional Autónoma de México, México, Mexico","Martínez-Ballesté, A., Univeridad Nacional Autónoma de México, México, Mexico; Martorell, C., Univeridad Nacional Autónoma de México, México, Mexico; Martínez-Ramos, M., Univeridad Nacional Autónoma de México, México, Mexico; Caballero, J., Univeridad Nacional Autónoma de México, México, Mexico","Xa'an palm (Sabal yapa) has been used to thatch traditional Maya houses for over 3000 years. In the Yucatan Peninsula, this palm has been introduced to pasturelands, maize fields (milpas), and homegardens. These and other traditional management systems are usually believed to be sustainable, but there is as yet little evidence to support this hypothesis. Demographic models have been used for this purpose, mainly focusing on population growth rate (λ). So far, retrospective analysis has not been applied, even though it examines how changes in the the life cycle of a species, caused by different management regimes, affect its λ. In this study, we assess whether ecologically sustainable use of xa'an occurs in homegardens, pasturelands, and milpas, and if so, how it is achieved. We constructed matrix population models for four populations of xa'an that were followed for 3 years, and then conducted a retrospective analysis on them. Management in homegardens seems to be oriented to increasing the availability of xa'an leaves, favoring the survival of seedlings, and increasing the density of harvestable-sized palms. However, in the milpa and the pastureland, the population size structure resembles that of unmanaged populations. Our λ values suggest that the traditional use of xa'an in all the studied management regimes is sustainable. Nevertheless, the processes that lead to sustainable use are different in each system, as shown by our retrospective analysis. Although fecundity contributes positively to λ only in homegardens, permanence and growth maintain palm populations at an equilibrium in the pastureland and in the milpa, respectively. Between-year climatic differences had a smaller impact on λ than management practices, which may vary from one year to another, leading to different balances in the sustainable use of the populations involved. Even though no significant differences were found in λ values, Maya achieve sustainable use of xa'an palm under diverse scenarios by managing the great plasticity of the species, as was revealed by the retrospective analysis. Hence, this approach proved to be effective, not only for assessing sustainable use, but also for understanding the factors that favor or limit it. Copyright © 2005 by the author(s). Published here under license by the Resilience Alliance.","Ethnoecology; LTRE; Mexico; NTFP; Sabal yapa; Traditional management; xa&#8217an palm; Yucatan","ecosystem management; population growth; population modeling; sustainability; Yucatan Peninsula; Sabal yapa; Zea mays","Martínez-Ballesté, A.; Univeridad Nacional Autónoma de México, México, Mexico",,,17083087,,,,"English","Ecol. Soc.",Article,"Final","",Scopus,2-s2.0-31544439416
"Trauernicht C., Ticktin T.","9738768700;6602221644;","The effects of non-timber forest product cultivation on the plant community structure and composition of a humid tropical forest in southern Mexico",2005,"Forest Ecology and Management","219","2-3",,"269","278",,24,"10.1016/j.foreco.2005.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28544436625&doi=10.1016%2fj.foreco.2005.09.005&partnerID=40&md5=02a1e49b857f8b55565d685e444efafb","Department of Botany, University of Hawai'i, 3190 Maile Way, Honolulu, HI 96822, United States","Trauernicht, C., Department of Botany, University of Hawai'i, 3190 Maile Way, Honolulu, HI 96822, United States; Ticktin, T., Department of Botany, University of Hawai'i, 3190 Maile Way, Honolulu, HI 96822, United States","The planting of non-timber forest products (NTFPs) in the understory of tropical forests is promoted in many parts of the world as a strategy to conserve forested lands and meet the economic needs of rural communities. While many studies of NTFP management have focused on the effects of harvesting on wild populations, the impacts of understory NTFP plantations, or enrichment plantings, on forest community composition and structure have not been investigated. We assessed the effects of understory plantations of the palm Chamaedorea hooperiana Hodel, on community composition and structure of an old growth tropical rain forest in the Los Tuxtlas Biosphere Reserve in southeastern Mexico. A blocked design consisting of four C. hooperiana plantation sites each paired with an adjacent site of unmanaged forest was used to compare the plant species richness and diversity, stem density, basal area and size class structure in plantations versus unmanaged forest. In each site, 12 10 m diameter plots were established for a total of 96 plots (4 blocks x 2 sites x 12 plots). Although the stem density, diversity, richness and basal area of large overstory trees (≥20 cm dbh) were unaffected by the establishment and management of understory palm plantations, the stem density, species richness and basal area of woody species in smaller size classes (<10 cm dbh) were significantly lower in plantation sites than in similar unmanaged forest sites. The density of naturally occurring, economically valuable palm species was unaffected by the C. hooperiana plantations, indicating that these understory species are spared when plantations are established and maintained. However, plantation sites showed significant reductions in the density of the midstory palm Astrocaryum mexicanum, the most abundant plant in unmanaged forest sites. The removal of vegetation in NTFP plantations may result in the fragmentation and/or elimination of local populations of understory and midstory plant species. In addition, changes to the composition of advanced regeneration due to the removal of canopy tree seedlings and saplings may have implications for future patterns of forest regeneration and composition. Nonetheless, NTFP cultivation offers a promising alternative to more destructive forms of land uses in the tropics and warrants further attention as a forest management strategy. © 2005 Elsevier B.V. All rights reserved.","Biosphere Reserve; Chamaedorea hooperiana; Community composition; Enrichment planting; Los Tuxtlas; Mexico; Non-timber forest products","Biodiversity; Economic and social effects; Tissue; Vegetation; Biosphere reserve; Chamaedorea hooperiana; Community composition; Los Tuxtlas; Non-timber forest products (NTFP); Forestry; community composition; community structure; forest management; habitat conservation; nontimber forest product; plant community; Biodiversity; Economic Analysis; Forestry; Mexico; Plants; Tissue; Los Tuxtlas; Mexico [North America]; North America; Veracruz; Astrocaryum mexicanum; Chamaedorea","Trauernicht, C.; Department of Botany, 3190 Maile Way, Honolulu, HI 96822, United States; email: weevepool@gmail.com",,,03781127,,FECMD,,"English","For. Ecol. Manage.",Article,"Final","",Scopus,2-s2.0-28544436625
